"","@ in URLs","Attachments","BanWords","Css","External Resources","Flash content","HTML content","Html Form","Html iFrame","IPs in URLs","Javascript","Phishy","URLs"
"579","False","0","573","0","0","False","True","False","False","False","0","True","19"
"580","False","0","1459","0","0","False","True","True","False","False","0","True","106"
"581","False","0","379","0","0","False","True","False","False","False","0","True","6"
"582","False","0","387","0","0","False","True","False","False","True","0","True","15"
"583","False","0","369","0","0","False","True","False","False","True","0","True","4"
"584","False","0","912","0","0","False","True","False","False","False","0","True","8"
"585","False","0","704","0","0","False","True","False","False","False","0","True","19"
"586","False","0","230","0","0","False","True","False","False","True","0","True","1"
"587","False","0","367","0","0","False","True","False","False","True","0","True","4"
"588","False","0","554","0","0","False","True","False","False","False","0","True","13"
"589","False","0","562","0","0","False","True","True","False","True","0","True","6"
"590","False","0","547","0","0","False","True","False","False","False","0","True","13"
"591","False","0","549","0","0","False","True","False","False","False","0","True","13"
"592","False","0","441","0","0","False","True","False","False","True","0","True","10"
"593","False","0","420","0","0","False","True","False","False","False","0","True","2"
"594","False","0","1330","0","0","False","True","True","False","False","0","True","90"
"595","False","0","549","0","0","False","True","False","False","False","0","True","13"
"596","False","0","669","0","0","False","True","False","False","False","0","True","22"
"597","False","0","481","0","0","False","True","False","False","False","0","True","7"
"598","False","0","414","0","0","False","True","False","False","False","0","True","2"
"599","False","0","368","0","0","False","True","False","False","True","0","True","4"
"600","False","0","369","0","0","False","True","False","False","True","0","True","4"
"601","False","0","230","0","0","False","True","False","False","False","0","True","3"
"602","False","0","231","0","0","False","True","False","False","False","0","True","2"
"603","False","0","683","0","0","False","True","False","False","True","0","True","14"
"604","False","0","755","0","0","False","True","False","False","False","0","True","38"
"605","False","0","802","0","0","False","True","True","False","False","0","True","31"
"606","False","0","746","0","0","False","True","True","False","False","0","True","38"
"607","False","0","1202","0","0","False","True","True","False","False","0","True","72"
"608","False","0","182","0","0","False","True","False","False","False","0","True","2"
"609","False","0","552","0","0","False","True","False","False","False","0","True","13"
"610","False","0","701","0","0","False","True","False","False","False","0","True","12"
"611","False","0","547","0","0","False","True","False","False","False","0","True","13"
"612","False","0","658","0","0","False","True","False","False","False","0","True","7"
"613","False","0","308","0","0","False","True","False","False","False","0","True","2"
"614","False","0","432","0","0","False","True","False","False","False","0","True","8"
"615","False","0","272","0","0","False","True","False","False","False","0","True","2"
"616","False","0","480","0","0","False","True","False","False","True","0","True","5"
"617","False","0","734","0","0","False","True","False","False","True","0","True","13"
"618","False","0","513","0","0","False","True","False","False","True","0","True","5"
"619","False","0","670","0","0","False","True","False","False","True","0","True","23"
"620","False","0","1446","0","0","False","True","False","False","False","0","True","24"
"621","False","0","360","0","0","False","True","False","False","True","0","True","4"
"622","False","0","712","0","0","False","True","True","False","True","0","True","34"
"623","False","0","785","0","0","False","True","False","False","False","0","True","0"
"624","False","0","438","0","0","False","True","False","False","True","0","True","17"
"625","False","0","554","0","0","False","True","False","False","False","0","True","13"
"626","False","0","370","0","0","False","True","False","False","True","0","True","4"
"627","False","0","167","0","0","False","True","False","False","False","0","True","3"
"628","False","0","241","0","0","False","True","False","False","False","0","True","4"
"629","False","0","450","0","0","False","True","False","False","False","0","True","3"
"630","False","0","548","0","0","False","True","False","False","False","0","True","13"
"631","False","0","207","0","0","False","True","False","False","False","0","True","0"
"632","False","0","547","0","0","False","True","False","False","False","0","True","13"
"633","False","0","777","0","0","False","True","False","False","False","0","True","0"
"634","False","0","549","0","0","False","True","False","False","False","0","True","13"
"635","False","0","831","0","0","False","True","False","False","False","0","True","28"
"636","False","0","1037","0","0","False","True","False","False","True","0","True","22"
"637","False","0","225","0","0","False","True","False","False","False","0","True","1"
"638","False","0","528","0","0","False","True","True","False","False","0","True","15"
"639","False","0","546","0","0","False","True","False","False","False","0","True","13"
"640","False","0","570","0","0","False","True","False","False","False","0","True","13"
"641","False","0","271","0","0","False","True","False","False","False","0","True","3"
"642","False","0","449","0","0","False","True","False","False","True","0","True","4"
"643","False","0","550","0","0","False","True","False","False","False","0","True","13"
"644","False","0","835","0","0","False","True","False","False","False","0","True","6"
"645","False","0","369","0","0","False","True","False","False","True","0","True","4"
"646","False","0","375","0","0","False","True","False","False","True","0","True","3"
"647","False","0","251","0","0","False","True","False","False","True","0","True","1"
"648","False","0","663","0","0","False","True","False","False","False","0","True","35"
"649","False","0","921","0","0","False","True","False","False","False","0","True","0"
"650","False","0","1473","0","0","False","True","False","False","False","0","True","24"
"651","False","0","612","0","0","False","True","False","True","False","0","True","26"
"652","False","0","325","0","0","False","True","False","False","True","0","True","11"
"653","False","0","488","0","0","False","True","False","False","True","0","True","15"
"654","False","0","173","0","0","False","True","False","False","False","0","True","3"
"655","False","0","726","0","0","False","True","False","False","False","0","True","19"
"656","False","0","349","0","0","False","True","False","False","True","0","True","4"
"657","False","0","649","0","0","False","True","False","False","True","0","True","38"
"658","False","0","574","0","0","False","True","False","False","False","0","True","13"
"659","False","0","236","0","0","False","True","False","False","True","0","True","4"
"660","False","0","847","0","0","False","True","False","False","False","0","True","21"
"661","False","0","358","0","0","False","True","False","False","True","0","True","4"
"662","False","0","300","0","0","False","True","False","False","False","0","True","3"
"663","False","0","672","0","0","False","True","False","False","False","0","True","0"
"664","False","0","230","0","0","False","True","False","False","True","0","True","2"
"665","False","0","179","0","0","False","True","False","False","False","0","True","2"
"666","False","0","373","0","0","False","True","False","False","True","0","True","4"
"667","False","0","1486","0","0","False","True","True","False","False","0","True","127"
"668","False","0","221","0","0","False","True","False","False","False","0","True","3"
"669","False","0","179","0","0","False","True","False","False","False","0","True","2"
"670","False","0","558","0","0","False","True","False","False","False","0","True","13"
"671","False","0","549","0","0","False","True","False","False","False","0","True","13"
"672","False","0","548","0","0","False","True","False","False","False","0","True","13"
"673","False","0","363","0","0","False","True","False","False","False","0","True","7"
"674","False","0","797","0","0","False","True","False","False","False","0","True","19"
"675","False","0","772","0","0","False","True","False","False","False","0","True","0"
"676","False","0","668","0","0","False","True","False","False","False","0","True","21"
"677","False","0","531","0","0","False","True","False","False","False","0","True","13"
"678","False","0","1330","0","0","False","True","False","False","False","0","True","24"
"679","False","0","208","0","0","False","True","False","False","False","0","True","1"
"680","False","0","367","0","0","False","True","False","False","True","0","True","4"
"681","False","0","708","0","0","False","True","False","False","False","0","True","7"
"682","False","0","573","0","0","False","True","True","False","True","0","True","6"
"683","False","0","629","0","0","False","True","False","False","True","0","True","3"
"684","False","0","668","0","0","False","True","False","False","False","0","True","35"
"685","False","0","440","0","0","False","True","False","False","False","0","True","4"
"686","False","0","348","0","0","False","True","False","False","False","0","True","6"
"687","False","0","263","0","0","False","True","False","False","True","0","True","2"
"688","False","0","375","0","0","False","True","False","False","False","0","True","6"
"689","False","0","779","0","0","False","True","False","False","False","0","True","0"
"690","False","0","557","0","0","False","True","False","False","False","0","True","13"
"691","False","0","355","0","0","False","True","False","False","True","0","True","2"
"692","False","0","592","0","0","False","True","False","False","False","0","True","23"
"693","False","0","531","0","0","False","True","False","False","False","0","True","13"
"694","False","0","154","0","0","False","True","False","False","False","0","True","3"
"695","False","0","533","0","0","False","True","False","False","False","0","True","13"
"696","False","0","1460","0","0","False","True","False","False","False","0","True","24"
"697","False","0","713","0","0","False","True","False","False","False","0","True","17"
"698","False","0","449","0","0","False","True","False","False","True","0","True","3"
"699","False","0","568","0","0","False","True","False","False","False","0","True","13"
"700","False","0","668","0","0","False","True","False","False","False","0","True","21"
"701","False","0","293","0","0","False","True","False","False","False","0","True","5"
"702","False","0","534","0","0","False","True","True","False","False","0","True","2"
"703","False","0","509","0","0","False","True","False","False","False","0","True","9"
"704","False","0","388","0","0","False","True","False","False","True","0","True","4"
"705","False","0","1328","0","0","False","True","False","False","True","0","True","24"
"706","False","0","500","0","0","False","True","False","False","True","0","True","12"
"707","False","0","369","0","0","False","True","False","False","True","0","True","4"
"708","False","0","484","0","0","False","True","False","False","False","0","True","7"
"709","False","0","914","0","0","False","True","False","False","False","0","True","8"
"710","False","0","281","0","0","False","True","False","False","True","0","True","5"
"711","False","0","394","0","0","False","True","False","False","False","0","True","2"
"712","False","0","1032","0","0","False","True","False","False","False","0","True","72"
"713","False","0","194","0","0","False","True","False","False","False","0","True","1"
"714","False","0","388","0","0","False","True","False","False","True","0","True","4"
"715","False","0","227","0","0","False","True","False","False","True","0","True","2"
"716","False","0","504","0","0","False","True","False","False","True","0","True","4"
"717","False","0","369","0","0","False","True","False","False","True","0","True","4"
"718","False","0","1451","0","0","False","True","False","False","False","0","True","27"
"719","False","0","1113","0","0","False","True","False","False","False","0","True","16"
"720","False","0","689","0","0","False","True","False","False","False","0","True","10"
"721","False","0","366","0","0","False","True","False","False","True","0","True","4"
"722","False","0","686","0","0","False","True","False","False","False","0","True","14"
"723","False","0","899","0","0","False","True","False","False","False","0","True","16"
"724","False","0","292","0","0","False","True","False","False","True","0","True","4"
"725","False","0","645","0","0","False","True","False","False","True","0","True","38"
"726","False","0","528","0","0","False","True","False","False","False","0","True","13"
"727","False","0","549","0","0","False","True","False","False","False","0","True","13"
"728","False","0","534","0","0","False","True","False","False","False","0","True","3"
"729","False","0","347","0","0","False","True","True","False","True","0","True","5"
"730","False","0","714","0","0","False","True","False","False","False","0","True","4"
"731","False","0","804","0","0","False","True","True","False","False","0","True","31"
"732","False","0","550","0","0","False","True","False","False","False","0","True","13"
"733","False","0","554","0","0","False","True","False","False","True","0","True","9"
"734","False","0","446","0","0","False","True","False","False","True","0","True","4"
"735","False","0","753","0","0","False","True","True","False","False","0","True","38"
"736","False","0","280","0","0","False","True","False","False","True","0","True","2"
"737","False","0","856","0","0","False","True","False","False","False","0","True","16"
"738","False","0","300","0","0","False","True","False","False","False","0","True","3"
"739","False","0","551","0","0","False","True","False","False","False","0","True","13"
"740","False","0","1035","0","0","False","True","False","False","False","0","True","22"
"741","False","0","666","0","0","False","True","False","False","False","0","True","10"
"742","False","0","386","0","0","False","True","False","False","True","0","True","4"
"743","False","0","480","0","0","False","True","False","False","True","0","True","5"
"744","False","0","421","0","0","False","True","False","False","False","0","True","18"
"745","False","0","554","0","0","False","True","False","False","False","0","True","13"
"746","False","0","733","0","0","False","True","False","False","True","0","True","26"
"747","False","0","605","0","0","False","True","True","False","True","0","True","6"
"748","False","0","537","0","0","False","True","False","False","False","0","True","13"
"749","False","0","804","0","0","False","True","True","False","False","0","True","21"
"750","False","0","387","0","0","False","True","False","False","False","0","True","15"
"751","False","0","1203","0","0","False","True","False","False","True","0","True","44"
"752","False","0","550","0","0","False","True","False","False","False","0","True","13"
"753","False","0","339","0","0","False","True","False","False","True","0","True","7"
"754","False","0","395","0","0","False","True","False","False","False","0","True","2"
"755","False","0","265","0","0","False","True","False","False","False","0","True","2"
"756","False","0","801","0","0","True","True","False","False","True","0","True","28"
"757","False","0","666","0","0","False","True","False","False","False","0","True","10"
"758","False","0","346","0","0","False","True","False","False","False","0","True","2"
"759","False","0","376","0","0","False","True","False","False","False","0","True","7"
"760","False","0","256","0","0","False","True","False","False","False","0","True","7"
"761","False","0","442","0","0","False","True","False","False","False","0","True","3"
"762","False","0","563","0","0","False","","True","False","True","0","True","5"
"763","False","0","545","0","0","False","True","False","False","True","0","True","22"
"764","False","0","310","0","0","False","True","False","False","False","0","True","8"
"765","False","0","266","0","0","False","True","False","False","True","0","True","3"
"766","False","0","367","0","0","False","True","False","False","True","0","True","4"
"767","False","0","911","0","0","False","True","False","False","False","0","True","8"
"768","False","0","629","0","0","False","True","False","False","True","0","True","24"
"769","False","0","302","0","0","False","True","False","False","False","0","True","2"
"770","False","0","315","0","0","False","True","False","False","False","0","True","2"
"771","False","0","1380","0","0","False","True","False","False","False","0","True","12"
"772","False","0","932","0","0","False","True","False","False","False","0","True","8"
"773","False","0","802","0","0","False","True","True","False","False","0","True","31"
"774","False","0","373","0","0","False","True","False","False","False","0","True","5"
"775","False","0","361","0","0","False","True","False","False","True","0","True","4"
"776","False","0","242","0","0","False","True","False","False","False","0","True","3"
"777","False","0","667","0","0","False","True","False","False","False","0","True","10"
"778","False","0","579","0","0","False","True","False","False","False","0","True","24"
"779","False","0","801","0","0","False","True","False","False","False","0","True","19"
"780","False","0","444","0","0","False","True","False","False","True","0","True","10"
"781","False","0","256","0","0","False","True","False","False","False","0","True","7"
"782","False","0","624","0","0","False","True","False","False","True","0","True","17"
"783","False","0","348","0","0","False","True","False","False","False","0","True","2"
"784","False","0","371","0","0","False","True","False","False","True","0","True","4"
"785","False","0","303","0","0","False","True","False","False","False","0","True","3"
"786","False","0","576","0","0","False","True","True","False","True","0","True","6"
"787","False","0","650","0","0","False","True","False","False","False","0","True","0"
"788","False","0","256","0","0","False","True","False","False","False","0","True","7"
"789","False","0","414","0","0","False","True","True","False","False","0","True","4"
"790","False","0","565","0","0","False","True","False","False","True","0","True","17"
"791","False","0","1219","0","0","False","True","False","False","True","0","True","44"
"792","False","0","571","0","0","False","True","False","False","False","0","True","13"
"793","False","0","529","0","0","False","True","False","False","False","0","True","3"
"794","False","0","368","0","0","False","True","False","False","True","0","True","4"
"795","False","0","375","0","0","False","True","False","False","False","0","True","25"
"796","False","0","375","0","0","False","True","False","False","True","0","True","3"
"797","False","0","395","0","0","False","True","False","False","False","0","True","2"
"798","False","0","673","0","0","False","True","False","False","False","0","True","0"
"799","False","0","376","0","0","False","True","False","False","False","0","True","3"
"800","False","0","365","0","0","False","True","False","False","True","0","True","4"
"801","False","0","545","0","0","False","True","False","False","False","0","True","13"
"802","False","0","333","0","0","False","True","True","False","True","0","True","6"
"803","False","0","340","0","0","False","True","False","False","True","0","True","4"
"804","False","0","371","0","0","False","True","False","False","True","0","True","4"
"805","False","0","302","0","0","False","True","False","False","False","0","True","2"
"806","False","0","550","0","0","False","True","False","False","False","0","True","13"
"807","False","0","509","0","0","False","True","False","False","False","0","True","12"
"808","False","0","320","0","0","False","True","False","False","True","0","True","5"
"809","False","0","388","0","0","False","True","False","False","True","0","True","4"
"810","False","0","801","0","0","True","True","False","False","False","0","True","28"
"811","False","0","339","0","0","False","True","False","False","True","0","True","3"
"812","False","0","1045","0","0","False","True","False","False","False","0","True","8"
"813","False","0","329","0","0","False","True","False","False","True","0","True","2"
"814","False","0","1385","0","0","False","True","True","False","False","0","True","89"
"815","False","0","2087","0","0","False","True","False","False","False","0","True","15"
"816","False","0","293","0","0","False","True","False","False","False","0","True","5"
"817","False","0","712","0","0","False","True","False","False","True","0","True","9"
"818","False","0","290","0","0","False","True","False","False","False","0","True","4"
"819","False","0","480","0","0","False","True","False","False","False","0","True","7"
"820","False","0","407","0","0","False","True","False","False","False","0","True","14"
"821","False","0","1442","0","0","False","True","False","False","False","0","True","24"
"822","False","0","437","0","0","False","True","False","False","False","0","True","3"
"823","False","0","663","0","0","False","True","False","False","False","0","True","8"
"824","False","0","548","0","0","False","True","False","False","False","0","True","13"
"825","False","0","1220","0","0","False","True","False","False","True","0","True","44"
"826","False","0","267","0","0","False","True","False","False","True","0","True","5"
"827","False","0","227","0","0","False","True","False","False","True","0","True","2"
"828","False","0","546","0","0","False","True","False","False","False","0","True","12"
"829","False","0","747","0","0","False","True","False","False","False","0","True","0"
"830","False","0","420","0","0","False","True","False","False","False","0","True","2"
"831","False","0","266","0","0","False","True","False","False","True","0","True","5"
"832","False","0","1446","0","0","False","True","False","False","True","0","True","24"
"833","False","0","708","0","0","False","True","False","False","False","0","True","4"
"834","False","0","549","0","0","False","True","False","False","False","0","True","13"
"835","False","0","309","0","0","False","True","False","False","True","0","True","8"
"836","False","0","305","0","0","False","True","False","False","True","0","True","2"
"837","False","0","252","0","0","False","True","False","False","False","0","True","1"
"838","False","0","355","0","0","False","True","False","False","True","0","True","2"
"839","False","0","692","0","0","False","True","True","False","True","0","True","40"
"840","False","0","839","0","0","False","True","False","False","True","0","True","6"
"841","False","0","565","0","0","False","True","False","False","True","0","True","17"
"842","False","0","407","0","0","False","True","False","False","True","0","True","3"
"843","False","0","609","0","0","False","True","False","False","True","0","True","37"
"844","False","0","731","0","0","False","True","True","False","True","0","True","34"
"845","False","0","358","0","0","False","True","False","False","True","0","True","7"
"846","False","0","966","0","0","False","True","False","False","False","0","True","40"
"847","False","0","399","0","0","False","True","False","False","True","0","True","4"
"848","False","0","367","0","0","False","True","False","False","True","0","True","4"
"849","False","0","571","0","0","False","True","False","False","False","0","True","13"
"850","False","0","395","0","0","False","True","False","False","False","0","True","2"
"851","False","0","531","0","0","False","True","False","False","False","0","True","13"
"852","False","0","361","0","0","False","True","False","False","True","0","True","7"
"853","False","0","389","0","0","False","True","False","False","False","0","True","14"
"854","False","0","1473","0","0","False","True","False","False","False","0","True","3"
"855","False","0","151","0","0","False","True","False","False","False","0","True","1"
"856","False","0","349","0","0","False","True","False","False","False","0","True","6"
"857","False","0","253","0","0","False","True","False","False","True","0","True","1"
"858","False","0","387","0","0","False","True","False","False","False","0","True","15"
"859","False","0","1021","0","0","False","True","False","False","True","0","True","28"
"860","False","0","882","0","0","False","True","False","False","False","0","True","26"
"861","False","0","794","0","0","False","True","False","False","False","0","True","11"
"862","False","0","426","0","0","False","True","False","False","False","0","True","5"
"863","False","0","325","0","0","False","True","False","False","True","0","True","5"
"864","False","0","82","0","0","False","True","False","False","False","0","True","0"
"865","False","0","617","0","0","False","True","False","False","False","0","True","7"
"866","False","0","695","0","0","False","True","False","False","True","0","True","10"
"867","False","0","630","0","0","False","True","False","False","True","0","True","5"
"868","False","0","594","0","0","False","True","False","False","True","0","True","4"
"869","False","0","774","0","0","False","True","False","False","False","0","True","10"
"870","False","0","373","0","0","False","True","False","False","True","0","True","4"
"871","False","0","897","0","0","False","True","False","False","False","0","True","10"
"872","False","0","1630","0","0","False","True","False","False","False","0","True","81"
"873","False","0","595","0","0","False","True","False","False","True","0","True","20"
"874","False","0","2716","0","0","False","True","False","False","True","0","True","8"
"875","False","0","248","0","0","False","True","False","False","True","0","True","1"
"876","False","0","424","0","0","False","True","False","False","True","0","True","10"
"877","False","0","1131","0","0","False","True","False","False","False","0","True","45"
"878","False","0","786","0","0","False","True","False","False","True","0","True","9"
"879","False","0","525","0","0","False","True","False","False","True","0","True","6"
"880","False","0","200","0","0","False","True","False","False","False","0","True","2"
"881","False","0","495","0","0","False","True","False","False","False","0","True","6"
"882","False","0","419","0","0","False","True","False","False","False","0","True","7"
"883","False","0","598","0","0","False","True","False","False","True","0","True","13"
"884","False","0","1322","0","0","False","True","False","False","False","0","True","3"
"885","False","0","99","0","0","False","True","False","False","False","0","True","2"
"886","False","0","848","0","0","False","True","False","False","False","0","True","27"
"887","False","0","417","0","0","False","True","False","False","False","0","True","4"
"888","False","0","404","0","0","False","True","False","False","False","0","True","17"
"889","False","0","316","0","0","False","True","False","False","True","0","True","5"
"890","False","0","820","0","0","False","True","False","False","False","0","True","14"
"891","False","0","248","0","0","False","True","False","False","True","0","True","1"
"892","False","0","401","0","0","False","True","False","False","False","0","True","3"
"893","False","0","248","0","0","False","True","False","False","True","0","True","1"
"894","False","0","424","0","0","False","True","False","False","True","0","True","10"
"895","False","0","347","0","0","False","True","False","False","False","0","True","2"
"896","False","0","617","0","0","False","True","False","False","True","0","True","24"
"897","False","0","395","0","0","False","True","False","False","False","0","True","3"
"898","False","0","720","0","0","False","True","False","False","True","0","True","5"
"899","False","0","507","0","0","False","True","False","False","False","0","True","2"
"900","False","0","327","0","0","False","True","False","False","True","0","True","2"
"901","False","0","443","0","0","False","True","False","False","False","0","True","14"
"902","False","0","423","0","0","False","True","False","False","False","0","True","7"
"903","False","0","217","0","0","False","True","False","False","False","0","True","2"
"904","False","0","854","0","0","False","True","False","False","True","0","True","7"
"905","False","0","415","0","0","False","True","False","False","False","0","True","7"
"906","False","0","1098","0","0","False","True","False","False","False","0","True","19"
"907","False","0","698","0","0","False","True","False","False","True","0","True","5"
"908","False","0","479","0","0","False","True","False","False","True","0","True","7"
"909","False","0","248","0","0","False","True","False","False","True","0","True","1"
"910","False","0","131","0","0","False","True","False","False","False","0","True","4"
"911","False","0","1096","0","0","False","True","False","False","True","0","True","44"
"912","False","0","248","0","0","False","True","False","False","True","0","True","1"
"913","False","0","605","0","0","False","True","False","False","True","0","True","7"
"914","False","0","1203","0","0","False","True","False","False","False","0","True","1"
"915","False","0","834","0","0","False","True","False","False","False","0","True","33"
"916","False","0","418","0","0","False","True","False","False","True","0","True","10"
"917","False","0","499","0","0","False","True","False","False","False","0","True","11"
"918","False","0","552","0","0","False","True","True","False","True","0","True","5"
"919","False","0","250","0","0","False","True","False","False","False","0","True","1"
"920","False","0","318","0","0","False","True","False","False","True","0","True","6"
"921","False","0","1018","0","0","False","True","False","False","False","0","True","28"
"922","False","0","294","0","0","False","True","False","False","True","0","True","3"
"923","False","0","1252","0","0","False","True","False","False","False","0","True","43"
"924","False","0","1249","0","0","False","True","False","False","False","0","True","1"
"925","False","0","372","0","0","False","True","True","False","False","0","True","6"
"926","False","0","388","0","0","False","True","False","False","True","0","True","5"
"927","False","0","397","0","0","False","True","False","False","False","0","True","21"
"928","False","0","250","0","0","False","True","False","False","True","0","True","2"
"929","False","0","891","0","0","False","True","False","False","False","0","True","12"
"930","False","0","341","0","0","False","True","False","False","False","0","True","2"
"931","False","0","473","0","0","False","True","False","False","False","0","True","4"
"932","False","0","295","0","0","False","True","False","False","True","0","True","2"
"933","False","0","88","0","0","False","True","False","False","False","0","True","0"
"934","False","0","1251","0","0","False","True","False","False","False","0","True","42"
"935","False","0","1016","0","0","False","True","False","False","True","0","True","28"
"936","False","0","399","0","0","False","True","True","False","False","0","True","7"
"937","False","0","1642","0","0","False","True","False","False","False","0","True","3"
"938","False","0","242","0","0","False","True","False","False","False","0","True","1"
"939","False","0","307","0","0","False","True","False","False","False","0","True","3"
"940","False","0","217","0","0","False","True","False","False","False","0","True","3"
"941","False","0","360","0","0","False","True","False","False","True","0","True","4"
"942","False","0","458","0","0","False","True","False","False","True","0","True","7"
"943","False","0","344","0","0","False","True","False","False","True","0","True","1"
"944","False","0","512","0","0","False","True","False","False","False","0","True","8"
"945","False","0","592","0","0","False","True","False","False","True","0","True","2"
"946","False","0","924","0","0","False","True","False","False","True","0","True","17"
"947","False","0","498","0","0","False","True","False","False","True","0","True","9"
"948","False","0","569","0","0","False","True","False","False","False","0","True","6"
"949","False","0","1129","0","0","False","True","False","False","True","0","True","44"
"950","False","0","1016","0","0","False","True","False","False","True","0","True","28"
"951","False","0","588","0","0","False","True","False","False","False","0","True","4"
"952","False","0","818","0","0","False","True","False","False","False","0","True","14"
"953","False","0","370","0","0","False","True","False","False","False","0","True","4"
"954","False","0","246","0","0","False","True","False","False","True","0","True","5"
"955","False","0","510","0","0","False","True","False","False","False","0","True","22"
"956","False","0","326","0","0","False","True","False","False","True","0","True","2"
"957","False","0","417","0","0","False","True","False","False","False","0","True","2"
"958","False","0","396","0","0","False","True","False","False","False","0","True","2"
"959","False","0","1524","0","0","False","True","False","False","False","0","True","51"
"960","False","0","421","0","0","False","True","True","False","True","0","True","5"
"961","False","0","708","0","0","False","True","False","False","False","0","True","11"
"962","False","0","328","0","0","False","True","False","False","False","0","True","0"
"963","False","0","863","0","0","False","True","False","False","True","0","True","15"
"964","False","0","336","0","0","False","True","False","False","False","0","True","2"
"965","False","0","614","0","0","False","True","False","False","True","0","True","15"
"966","False","0","248","0","0","False","True","False","False","True","0","True","1"
"967","False","0","494","0","0","False","True","False","False","True","0","True","3"
"968","False","0","179","0","0","False","True","False","False","False","0","True","12"
"969","False","0","442","0","0","False","True","False","False","True","0","True","6"
"970","False","0","1016","0","0","False","True","False","False","False","0","True","1"
"971","False","0","1164","0","0","False","True","False","False","False","0","True","45"
"972","False","0","1268","0","0","False","True","False","False","True","0","True","46"
"973","False","0","433","0","0","False","True","False","False","False","0","True","4"
"974","False","0","522","0","0","False","True","False","False","True","0","True","3"
"975","False","0","409","0","0","False","True","False","False","False","0","True","4"
"976","False","0","858","0","0","False","True","False","False","False","0","True","8"
"977","False","0","519","0","0","False","True","False","False","False","0","True","13"
"978","False","0","666","0","0","False","True","False","False","False","0","True","7"
"979","False","0","322","0","0","False","True","False","False","True","0","True","3"
"980","False","0","1157","0","0","False","True","False","False","True","0","True","53"
"981","False","0","669","0","0","False","True","False","False","True","0","True","5"
"982","False","0","482","0","0","False","True","False","False","False","0","True","1"
"983","False","0","545","0","0","False","True","False","False","True","0","True","5"
"984","False","0","812","0","0","False","True","False","False","False","0","True","25"
"985","False","0","926","0","0","False","True","False","False","False","0","True","14"
"986","False","0","2159","0","0","False","True","False","False","False","0","True","0"
"987","False","0","1282","0","0","False","True","False","False","False","0","True","43"
"988","False","0","248","0","0","False","True","False","False","True","0","True","1"
"989","False","0","814","0","0","False","True","False","False","True","0","True","69"
"990","False","0","1016","0","0","False","True","False","False","True","0","True","28"
"991","False","0","310","0","0","False","True","False","False","True","0","True","2"
"992","False","0","436","0","0","False","True","False","False","True","0","True","2"
"993","False","0","271","0","0","False","True","False","False","False","0","True","2"
"994","False","0","392","0","0","False","True","False","False","True","0","True","8"
"995","False","0","446","0","0","False","True","False","False","False","0","True","2"
"996","False","0","381","0","0","False","True","True","False","False","0","True","6"
"997","False","0","707","0","0","False","True","False","False","False","0","True","2"
"998","False","0","745","0","0","False","True","False","False","True","0","True","11"
"999","False","0","547","0","0","False","True","False","False","True","0","True","5"
"1000","False","0","315","0","0","False","True","False","False","False","0","True","1"
"1001","False","0","620","0","0","False","True","False","False","False","0","True","2"
"1002","False","0","151","0","0","False","True","False","False","False","0","True","4"
"1003","False","0","427","0","0","False","True","False","False","True","0","True","2"
"1004","False","0","265","0","0","False","True","False","False","False","0","True","3"
"1005","False","0","965","0","0","False","True","False","False","False","0","True","1"
"1006","False","0","373","0","0","False","True","False","False","False","0","True","6"
"1007","False","0","84","0","0","False","True","False","False","False","0","True","0"
"1008","False","0","268","0","0","False","True","False","False","True","0","True","1"
"1009","False","0","444","0","0","False","True","False","False","False","0","True","7"
"1010","False","0","358","0","0","False","True","False","False","True","0","True","5"
"1011","False","0","589","0","0","False","True","False","False","False","0","True","7"
"1012","False","0","307","0","0","False","True","False","False","False","0","True","2"
"1013","False","0","351","0","0","False","True","False","False","True","0","True","5"
"1014","False","0","248","0","0","False","True","False","False","True","0","True","1"
"1015","False","0","516","0","0","False","True","False","False","False","0","True","7"
"1016","False","0","283","0","0","False","True","False","False","True","0","True","3"
"1017","False","0","285","0","0","False","True","False","False","False","0","True","2"
"1018","False","0","593","0","0","False","True","False","False","False","0","True","21"
"1019","False","0","227","0","0","False","True","False","False","False","0","True","2"
"1020","False","0","721","0","0","False","True","False","False","True","0","True","5"
"1021","False","0","426","0","0","False","True","False","False","False","0","True","5"
"1022","False","0","88","0","0","False","True","False","False","False","0","True","0"
"1023","False","0","588","0","0","False","True","False","False","False","0","True","21"
"1024","False","0","426","0","0","False","True","False","False","False","0","True","5"
"1025","False","0","665","0","0","False","True","False","False","False","0","True","1"
"1026","False","0","1649","0","0","False","True","False","False","False","0","True","82"
"1027","False","0","531","0","0","False","True","False","False","True","0","True","1"
"1028","False","0","490","0","0","False","True","False","False","False","0","True","16"
"1029","False","0","1015","0","0","False","True","False","False","False","0","True","12"
"1030","False","0","373","0","0","False","True","False","False","True","0","True","2"
"1031","False","0","426","0","0","False","True","False","False","False","0","True","5"
"1032","False","0","317","0","0","False","True","False","False","True","0","True","6"
"1033","False","0","363","0","0","False","True","False","False","True","0","True","5"
"1034","False","0","824","0","0","False","True","False","False","False","0","True","6"
"1035","False","0","277","0","0","False","True","False","False","False","0","True","3"
"1036","False","0","566","0","0","False","True","False","False","False","0","True","13"
"1037","False","0","784","0","0","False","True","False","False","True","0","True","9"
"1038","False","0","457","0","0","False","True","False","False","False","0","True","13"
"1039","False","0","363","0","0","False","True","False","False","False","0","True","4"
